text,label
Monthly newsletter: Here's what happened in our community this July.,ham
Dinner at 6:30 PM tonight? I was thinking we could try that new Italian place.,ham
Nigerian prince needs your help. Transfer $20915 for $464396 reward.,spam
Please review and sign the attached NDA before our meeting on Friday.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-393272.com,spam
Your PayPal account is limited. Verify immediately: http://paypal-674333.com,spam
Your flight 723288 to Tokyo departs at 10:30 AM on Thursday. Check-in opens 24h before.,ham
Reminder: Team standup is at 5:00 PM today. Agenda in the shared doc.,ham
,ham
Your doctor's appointment is confirmed for the 20th at 5:00 PM.,ham
WINNER! Your email won our lottery. Send bank details to collect $83377.,spam
,spam
You have been selected for a $39484 cash reward. Act fast! Expires soon.,spam
Happy birthday Sarah! Hope you have a wonderful day.,ham
Nigerian prince needs your help. Transfer $91933 for $267062 reward.,spam
,spam
You owe $527 in taxes. Pay immediately or face arrest. IRS Notice #596275.,spam
Just a reminder that rent is due on the Saturdayth. Please transfer at your convenience.,ham
"Hi James, your subscription renews on tomorrow. Let us know if you'd like to make changes.",ham
Your package is held at customs. Pay $59582 fee: http://customs-734985.com,spam
Exclusive offer for you: Get 90% off everything at http://shop-997995.com,spam
Thanks for your email. I'll get back to you by end of day Wednesday.,ham
Congratulations! You've won a $8550 prize. Click here to claim: http://prize-372151.com,spam
CLAIM NOW: You've been chosen for a $51113 Amazon gift card!,spam
"Hi Robert, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
Hot singles in your area are waiting! Meet them tonight at http://date-195973.com,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,
Congratulations! You've won a $75809 prize. Click here to claim: http://prize-528895.com,
Congratulations! You've won a $40973 prize. Click here to claim: http://prize-331875.com,spam
,ham
"Hey, are you free this weekend? A few of us are planning a hike on tomorrow.",ham
Thanks for your email. I'll get back to you by end of day Sunday.,ham
Lose 34 lbs in 26 days GUARANTEED! Our miracle pill works instantly.,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
Your computer has a virus! Call 1-800-874960 immediately for free removal.,spam
"Hi Jessica, your subscription renews on Monday. Let us know if you'd like to make changes.",ham
"Hi Ashley, can you review the pull request I submitted? Let me know if you have questions.",ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Meet beautiful Latin women seeking marriage. Visit http://bride-887749.com,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
,ham
CLAIM NOW: You've been chosen for a $66250 Amazon gift card!,spam
"Hey, are you free this weekend? A few of us are planning a hike on Sunday.",ham
Make $91482 per day working from home! No experience needed. Join now!,spam
,spam
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
The invoice #080118 for $32120 is attached. Please process by Thursday.,ham
Dinner at 6:30 PM tonight? I was thinking we could try that new Italian place.,ham
"Hi Emily, can you review the pull request I submitted? Let me know if you have questions.",ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-507918.net,spam
Refinance your mortgage! Get $87542 cash back. No credit check needed.,spam
Your flight 112179 to Paris departs at 5:00 PM on Sunday. Check-in opens 24h before.,ham
"Hey, are you free this weekend? A few of us are planning a hike on next week.",ham
FYI ? the project deadline has been moved to Sunday. Please update your plans.,ham
You have been selected for a $25874 cash reward. Act fast! Expires soon.,spam
You owe $12343 in taxes. Pay immediately or face arrest. IRS Notice #158668.,spam
Your computer has a virus! Call 1-800-553666 immediately for free removal.,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
"Hi Robert, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
Earn $84585 daily with crypto! Bitcoin investment guaranteed returns.,spam
The homework assignment is due Tuesday. Please submit via the portal by midnight.,ham
"Hi John, can you review the pull request I submitted? Let me know if you have questions.",
Meet beautiful Russian women seeking marriage. Visit http://bride-519712.com,spam
Happy birthday Sarah! Hope you have a wonderful day.,ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-821417.net,spam
"Hi David, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
You have been selected for a $15961 cash reward. Act fast! Expires soon.,spam
The invoice #397531 for $32445 is attached. Please process by Saturday.,ham
Lose 11 lbs in 17 days GUARANTEED! Our miracle pill works instantly.,spam
Earn $63527 daily with crypto! Bitcoin investment guaranteed returns.,spam
Earn $87331 daily with crypto! Bitcoin investment guaranteed returns.,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
WINNER! Your email won our lottery. Send bank details to collect $66824.,
"Hi David, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
Dinner at noon tonight? I was thinking we could try that new Italian place.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Your PayPal account is limited. Verify immediately: http://paypal-076226.com,spam
Just a reminder that rent is due on the Wednesdayth. Please transfer at your convenience.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Refinance your mortgage! Get $83958 cash back. No credit check needed.,spam
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
I've booked a table for 2 at 5:00 PM on Friday. Let me know if plans change.,ham
You have been selected for a $71504 cash reward. Act fast! Expires soon.,spam
Your PayPal account is limited. Verify immediately: http://paypal-400181.com,spam
Your package is held at customs. Pay $12424 fee: http://customs-840908.com,spam
"Hi Emily, your subscription renews on next week. Let us know if you'd like to make changes.",ham
The library book you reserved is now available for pickup. Expires Wednesday.,ham
Exclusive offer for you: Get 90% off everything at http://shop-353673.com,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
The invoice #527808 for $29281 is attached. Please process by Sunday.,ham
URGENT: Your account has been suspended. Verify now at http://secure-390649.net,spam
You owe $64351 in taxes. Pay immediately or face arrest. IRS Notice #165726.,spam
The library book you reserved is now available for pickup. Expires Friday.,ham
FREE iPhone 15! Limited offer. Reply YES to claim yours now!,spam
CLAIM NOW: You've been chosen for a $91052 Amazon gift card!,spam
Please review and sign the attached NDA before our meeting on Tuesday.,ham
Your PayPal account is limited. Verify immediately: http://paypal-662056.com,spam
Monthly newsletter: Here's what happened in our community this March.,ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-317139.net,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,
"Hi Robert, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
Your doctor's appointment is confirmed for Tuesday at 6:30 PM.,ham
FREE iPhone 16 Pro! Limited offer. Reply YES to claim yours now!,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Your doctor's appointment is confirmed for Thursday at 6:30 PM.,ham
Happy birthday Sarah! Hope you have a wonderful day.,ham
The invoice #128934 for $33321 is attached. Please process by the 20th.,ham
Your order #924761 has been shipped. Expected delivery: Tuesday.,ham
Your computer has a virus! Call 1-800-898709 immediately for free removal.,spam
"Hey, are you free this weekend? A few of us are planning a hike on Monday.",ham
Exclusive offer for you: Get 90% off everything at http://shop-067287.com,spam
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Earn $58140 daily with crypto! Bitcoin investment guaranteed returns.,spam
Hot singles in your area are waiting! Meet them tonight at http://date-220102.com,
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
I've booked a table for 4 at 3:30 PM on the 20th. Let me know if plans change.,ham
Just a reminder that rent is due on the Sundayth. Please transfer at your convenience.,ham
Your package is held at customs. Pay $95895 fee: http://customs-731441.com,spam
